"","as.matrix.chargers_forecast.","year_list","county"
"817",337.444819825408,2026,"Yolo"
"818",351.396172109602,2027,"Yolo"
"819",365.347524393797,2028,"Yolo"
"820",379.298876677992,2029,"Yolo"
"821",393.250228962187,2030,"Yolo"
"822",407.201581246381,2031,"Yolo"
"823",421.152933530576,2032,"Yolo"
"824",435.104285814771,2033,"Yolo"
"825",449.055638098965,2034,"Yolo"
"826",463.00699038316,2035,"Yolo"
